brand,car_model,segment,drivetrain,seats,top_speed_kmh,acceleration_0_100_s,torque_nm,torque_nm_mapped,power_to_weight_ratio,power_to_weight_category,battery_capacity_kWh,number_of_cells,battery_type,efficiency_wh_per_km,efficiency,fast_charging_power_kw_dc,fast_charge_port,range_km,towing_capacity_kg,cargo_volume_l,length_mm,width_mm,height_mm,car_body_type,manufacturing_country
Skoda,Enyaq Coupe RS,JC - Medium,AWD,5,180,5.4,679.0,500.80459800000006,0.198821796759941,Low,79.0,288.0,Lithium-ion,143,3.645569620253165,135.0,CCS,470.0,1200.0,570.0,4660,1879,1608,SUV,Czech Republic
Skoda,Enyaq Coupe 85x,JC - Medium,AWD,5,180,6.7,679.0,500.80459800000006,0.1767304860088365,Low,77.0,288.0,Lithium-ion,146,3.74025974025974,120.0,CCS,460.0,1200.0,570.0,4658,1879,1621,SUV,Czech Republic
Skoda,Enyaq Coupe 85,JC - Medium,RWD,5,180,6.7,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,138,3.74025974025974,120.0,CCS,470.0,1000.0,570.0,4658,1879,1623,SUV,Czech Republic
Smart,#1 Premium,JB - Compact,RWD,5,180,6.7,343.0,252.98376600000003,0.2915451895043732,Medium,62.0,216.0,Lithium-ion,141,3.4838709677419355,100.0,CCS,335.0,1600.0,323.0,4270,1822,1636,SUV,Germany
Volvo,EC40 Twin Motor Performance (MY26),JC - Medium,AWD,5,180,4.6,670.0,494.16654000000005,0.1865671641791045,Low,79.0,324.0,Lithium-ion,155,4.10126582278481,125.0,CCS,400.0,1800.0,404.0,4440,1873,1596,SUV,Sweden
CUPRA,Tavascan VZ,JC - Medium,AWD,5,180,5.5,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,150,3.74025974025974,120.0,CCS,425.0,1200.0,540.0,4644,1861,1597,SUV,Spain
Volvo,ES90 Twin Motor (MY26),F - Luxury,AWD,5,180,5.5,670.0,494.16654000000005,0.3358208955223881,Medium,102.0,324.0,Lithium-ion,146,3.176470588235294,225.0,CCS,530.0,2000.0,446.0,5000,1942,1546,Liftback Sedan,Sweden
Volvo,EX90 Twin Motor Performance (MY24-26),JF - Luxury,AWD,7,180,4.9,910.0,671.18142,0.1648351648351648,Low,107.0,204.0,Lithium-ion,188,1.9065420560747663,150.0,CCS,455.0,2200.0,310.0,5037,1964,1744,SUV,Sweden
Jeep,Compass Electric 74 kWh,JC - Medium,FWD,5,180,8.5,345.0,254.45889000000005,0.2608695652173913,Medium,74.0,102.0,Lithium-ion,148,1.3783783783783785,90.0,CCS,370.0,1000.0,550.0,4552,1928,1675,SUV,USA
Skoda,Elroq RS,JC - Medium,AWD,5,180,5.4,679.0,500.80459800000006,0.198821796759941,Low,79.0,288.0,Lithium-ion,151,3.645569620253165,135.0,CCS,450.0,1200.0,470.0,4488,1884,1608,SUV,Czech Republic
GWM,ORA 07 GT,D - Large,AWD,5,180,4.5,680.0,501.54216,0.1176470588235294,Low,83.5,216.0,Lithium-ion,161,2.586826347305389,80.0,CCS,430.0,1500.0,333.0,4871,1862,1500,Sedan,China
BMW,iX1 xDrive30,JC - Medium,AWD,5,180,5.6,494.0,364.355628,0.1902834008097166,Low,64.7,216.0,Lithium-ion,155,3.338485316846986,94.0,CCS,380.0,1200.0,490.0,4500,1845,1616,SUV,Germany
Ford,Mustang Mach-E SR RWD (MY25),JD - Large,RWD,5,180,6.2,525.0,387.22005,0.1904761904761904,Low,72.6,332.0,Lithium-ion,154,4.573002754820937,100.0,CCS,380.0,750.0,519.0,4713,1881,1624,SUV,USA
Ford,Mustang Mach-E SR RWD (MY24),JD - Large,RWD,5,180,6.2,525.0,387.22005,0.1904761904761904,Low,72.6,332.0,Lithium-ion,154,4.573002754820937,100.0,CCS,385.0,750.0,519.0,4713,1881,1624,SUV,USA
Ford,Mustang Mach-E ER RWD (MY24),JD - Large,RWD,5,180,5.9,525.0,387.22005,0.219047619047619,Low,91.0,376.0,Lithium-ion,152,4.131868131868132,115.0,CCS,480.0,1500.0,519.0,4713,1881,1624,SUV,USA
Ford,Mustang Mach-E ER RWD (MY25),JD - Large,RWD,5,180,6.1,525.0,387.22005,0.2,Low,88.0,332.0,Lithium-ion,147,3.772727272727273,105.0,CCS,475.0,1500.0,519.0,4713,1881,1624,SUV,USA
Ford,Mustang Mach-E ER AWD (MY24),JD - Large,AWD,5,180,4.6,675.0,497.85435,0.1703703703703703,Low,91.0,376.0,Lithium-ion,165,4.131868131868132,115.0,CCS,445.0,1500.0,519.0,4713,1881,1624,SUV,USA
Ford,Mustang Mach-E ER AWD (MY25),JD - Large,AWD,5,180,4.8,675.0,497.85435,0.1555555555555555,Low,88.0,332.0,Lithium-ion,160,3.772727272727273,105.0,CCS,435.0,1500.0,519.0,4713,1881,1624,SUV,USA
Ford,Explorer Extended Range RWD,JC - Medium,RWD,5,180,6.4,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,139,3.74025974025974,120.0,CCS,435.0,1000.0,536.0,4468,1871,1630,SUV,USA
Ford,Explorer Extended Range AWD,JC - Medium,AWD,5,180,5.3,679.0,500.80459800000006,0.198821796759941,Low,79.0,288.0,Lithium-ion,153,3.645569620253165,135.0,CCS,440.0,1200.0,536.0,4468,1871,1639,SUV,USA
Ford,Capri Extended Range RWD,D - Large,RWD,5,180,6.4,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,135,3.74025974025974,120.0,CCS,455.0,1000.0,572.0,4643,1872,1626,Liftback Sedan,USA
Ford,Capri Extended Range AWD,D - Large,AWD,5,180,5.3,679.0,500.80459800000006,0.198821796759941,Low,79.0,288.0,Lithium-ion,148,3.645569620253165,135.0,CCS,455.0,1200.0,572.0,4643,1872,1626,Liftback Sedan,USA
BMW,iX2 xDrive30,JC - Medium,AWD,5,180,5.6,494.0,364.355628,0.1902834008097166,Low,64.7,216.0,Lithium-ion,155,3.338485316846986,94.0,CCS,385.0,1200.0,525.0,4554,1845,1560,SUV,Germany
BYD,SEAL 82.5 kWh AWD Excellence,D - Large,AWD,5,180,3.8,670.0,494.16654000000005,0.1492537313432835,Low,82.5,172.0,Lithium-ion,159,2.084848484848485,100.0,CCS,445.0,1500.0,400.0,4800,1875,1460,Sedan,China
BYD,SEAL 82.5 kWh RWD Design,D - Large,RWD,5,180,5.9,360.0,265.52232000000004,0.2777777777777778,Medium,82.5,172.0,Lithium-ion,145,2.084848484848485,100.0,CCS,480.0,750.0,400.0,4800,1875,1460,Sedan,China
CUPRA,Tavascan Endurance,JC - Medium,RWD,5,180,6.8,545.0,401.97129,0.2201834862385321,Low,77.0,288.0,Lithium-ion,142,3.74025974025974,120.0,CCS,445.0,1000.0,540.0,4644,1861,1597,SUV,Spain
Volvo,EX90 Twin Motor (MY24-26),JF - Luxury,AWD,7,180,5.9,770.0,567.9227400000001,0.1948051948051948,Low,107.0,204.0,Lithium-ion,188,1.9065420560747663,150.0,CCS,470.0,2200.0,310.0,5037,1964,1744,SUV,Sweden
Volvo,EX90 Single Motor (MY24-26),JF - Luxury,RWD,7,180,8.4,490.0,361.40538,0.2857142857142857,Medium,100.0,192.0,Lithium-ion,182,1.92,140.0,CCS,460.0,1200.0,310.0,5037,1964,1744,SUV,Sweden
Volvo,ES90 Single Motor (MY26),F - Luxury,RWD,5,180,6.9,480.0,354.02976,0.3958333333333333,Medium,88.0,324.0,Lithium-ion,135,3.6818181818181817,190.0,CCS,485.0,1600.0,446.0,5000,1942,1546,Liftback Sedan,Sweden
Lynk&Co,02,JC - Medium,RWD,5,180,5.5,343.0,252.98376600000003,0.2623906705539358,Medium,65.0,216.0,Lithium-ion,149,3.3230769230769237,90.0,CCS,370.0,1600.0,410.0,4460,1845,1573,SUV,China
Volvo,EX40 Single Motor ER (MY26),JC - Medium,RWD,5,180,7.3,420.0,309.77604,0.2976190476190476,Medium,79.0,324.0,Lithium-ion,152,4.10126582278481,125.0,CCS,400.0,1500.0,410.0,4440,1863,1652,SUV,Sweden
Volvo,EX40 Single Motor (MY26),JC - Medium,RWD,5,180,7.3,420.0,309.77604,0.2619047619047619,Medium,67.0,324.0,Lithium-ion,154,4.835820895522388,110.0,CCS,345.0,1500.0,410.0,4440,1863,1652,SUV,Sweden
Volvo,EX30 Twin Motor Performance (MY24-26),JB - Compact,AWD,5,180,3.6,543.0,400.496166,0.2081031307550644,Low,65.0,324.0,Lithium-ion,145,4.984615384615385,113.0,CCS,340.0,1600.0,318.0,4233,1837,1549,SUV,Sweden
Maxus,MIFA 9,N - Passenger Van,FWD,7,180,9.2,350.0,258.1467,0.2942857142857142,Medium,84.0,216.0,Lithium-ion,195,2.571428571428572,103.0,CCS,365.0,1000.0,31.0,5270,2000,1840,Small Passenger Van,China
Volvo,EX30 Single Motor ER (MY24-26),JB - Compact,RWD,5,180,5.3,343.0,252.98376600000003,0.3294460641399417,Medium,65.0,324.0,Lithium-ion,138,4.984615384615385,113.0,CCS,365.0,1600.0,318.0,4233,1837,1549,SUV,Sweden
Volvo,EX30 Single Motor (MY24-26),JB - Compact,RWD,5,180,5.7,343.0,252.98376600000003,0.2332361516034985,Low,49.0,324.0,Lithium-ion,147,6.612244897959184,80.0,CCS,275.0,1000.0,318.0,4233,1837,1549,SUV,Sweden
Volvo,EX30 Cross Country (MY26),JB - Compact,AWD,5,180,3.7,543.0,400.496166,0.2099447513812154,Low,65.0,324.0,Lithium-ion,152,4.984615384615385,114.0,CCS,330.0,1600.0,318.0,4233,1837,1573,SUV,Sweden
Volvo,EX40 Twin Motor Performance (MY26),JC - Medium,AWD,5,180,4.6,670.0,494.16654000000005,0.1865671641791045,Low,79.0,324.0,Lithium-ion,163,4.10126582278481,125.0,CCS,385.0,1800.0,410.0,4440,1863,1652,SUV,Sweden
MG,4 Electric 77 kWh,C - Medium,RWD,5,180,6.5,350.0,258.1467,0.3142857142857143,Medium,74.4,104.0,Lithium-ion,143,1.3978494623655913,110.0,CCS,425.0,500.0,363.0,4287,1836,1516,Hatchback,UK
Volvo,ES90 Twin Motor Performance (MY26),F - Luxury,AWD,5,180,4.0,870.0,641.67894,0.2586206896551724,Medium,102.0,324.0,Lithium-ion,146,3.176470588235294,225.0,CCS,530.0,2000.0,446.0,5000,1942,1546,Liftback Sedan,Sweden
Volvo,EX40 Twin Motor (MY26),JC - Medium,AWD,5,180,4.8,670.0,494.16654000000005,0.1865671641791045,Low,79.0,324.0,Lithium-ion,163,4.10126582278481,125.0,CCS,385.0,1800.0,410.0,4440,1863,1652,SUV,Sweden
Genesis,GV60 Premium,JC - Medium,RWD,5,185,7.8,350.0,258.1467,0.5714285714285714,High,74.0,384.0,Lithium-ion,143,5.1891891891891895,200.0,CCS,390.0,1600.0,432.0,4515,1890,1580,SUV,Korea
Kia,EV6 Long Range 2WD,JC - Medium,RWD,5,185,7.3,350.0,258.1467,0.5857142857142857,High,80.0,384.0,Lithium-ion,143,4.8,205.0,CCS,455.0,1800.0,490.0,4695,1880,1575,SUV,Korea
Hyundai,IONIQ 5 84 kWh AWD (MY24),JC - Medium,AWD,5,185,5.3,605.0,446.22501000000005,0.3388429752066115,Medium,80.0,384.0,Lithium-ion,162,4.8,205.0,CCS,445.0,1600.0,520.0,4655,1890,1605,SUV,Korea
Hyundai,IONIQ 5 84 kWh RWD (MY24),JC - Medium,RWD,5,185,7.5,350.0,258.1467,0.5857142857142857,High,80.0,384.0,Lithium-ion,155,4.8,205.0,CCS,450.0,1600.0,520.0,4655,1890,1605,SUV,Korea
Hyundai,IONIQ 9 Long Range RWD,JF - Luxury,RWD,7,185,9.4,350.0,258.1467,0.5571428571428572,High,106.0,384.0,Lithium-ion,171,3.6226415094339615,195.0,CCS,500.0,1600.0,338.0,5060,1980,1790,SUV,Korea
Hyundai,IONIQ 6 Long Range 2WD,D - Large,RWD,5,185,7.4,350.0,258.1467,0.5714285714285714,High,74.0,384.0,Lithium-ion,136,5.1891891891891895,200.0,CCS,495.0,1500.0,401.0,4855,1880,1495,Sedan,Korea
Hyundai,IONIQ 6 Standard Range 2WD,D - Large,RWD,5,185,8.8,350.0,258.1467,0.3428571428571428,Medium,50.0,264.0,Lithium-ion,117,5.28,120.0,CCS,335.0,750.0,401.0,4855,1880,1495,Sedan,Korea
Hyundai,IONIQ 5 63 kWh RWD (MY24),JC - Medium,RWD,5,185,8.5,350.0,258.1467,0.4285714285714285,Medium,60.0,288.0,Lithium-ion,136,4.8,150.0,CCS,345.0,750.0,520.0,4655,1890,1605,SUV,Korea
Kia,EV6 Long Range AWD,JC - Medium,AWD,5,185,5.2,605.0,446.22501000000005,0.3388429752066115,Medium,80.0,384.0,Lithium-ion,154,4.8,205.0,CCS,440.0,1800.0,490.0,4695,1880,1575,SUV,Korea
Hyundai,IONIQ 6 Long Range AWD,D - Large,AWD,5,185,5.1,605.0,446.22501000000005,0.3305785123966942,Medium,74.0,384.0,Lithium-ion,143,5.1891891891891895,200.0,CCS,440.0,1500.0,401.0,4855,1880,1495,Sedan,Korea
Kia,EV6 Standard Range 2WD,JC - Medium,RWD,5,185,8.7,350.0,258.1467,0.4285714285714285,Medium,60.0,288.0,Lithium-ion,140,4.8,150.0,CCS,345.0,750.0,490.0,4695,1880,1575,SUV,Korea
MG,5 Electric Long Range,C - Medium,FWD,5,185,7.7,280.0,206.51736,0.2142857142857142,Low,57.4,104.0,Lithium-ion,151,1.8118466898954704,60.0,CCS,335.0,500.0,479.0,4600,1818,1543,Station/Estate,UK
MG,5 Electric Standard Range,C - Medium,FWD,5,185,7.7,280.0,206.51736,0.1892857142857142,Low,46.0,104.0,Lithium-ion,148,2.260869565217391,53.0,CCS,265.0,500.0,479.0,4600,1818,1543,Station/Estate,UK
Kia,EV9 99.8 kWh RWD,JF - Luxury,RWD,7,185,9.4,350.0,258.1467,0.5542857142857143,High,96.0,456.0,Lithium-ion,171,4.75,194.0,CCS,450.0,900.0,333.0,5010,1980,1755,SUV,Korea
BYD,TANG Flagship,JE - Executive,AWD,7,190,4.9,700.0,516.2934,0.1428571428571428,Low,108.8,127.0,Lithium-ion,205,1.1672794117647058,100.0,CCS,460.0,1500.0,235.0,4970,1955,1745,SUV,China
Zeekr,X Long Range RWD (MY25),JB - Compact,RWD,5,190,5.6,343.0,252.98376600000003,0.3323615160349854,Medium,65.0,110.0,Lithium-ion,146,1.6923076923076923,114.0,CCS,360.0,1600.0,362.0,4432,1836,1566,SUV,China
DS,N??8 AWD Long Range,JD - Large,AWD,5,190,5.4,511.0,376.894182,0.2544031311154598,Medium,97.2,102.0,Lithium-ion,146,1.0493827160493827,130.0,CCS,530.0,1400.0,620.0,4834,1920,1574,SUV,France
BMW,i4 eDrive35,D - Large,RWD,5,190,6.0,400.0,295.0248,0.2375,Low,67.1,216.0,Lithium-ion,174,3.219076005961252,95.0,CCS,430.0,1600.0,470.0,4783,1852,1448,Liftback Sedan,Germany
DS,N??8 FWD,JD - Large,FWD,5,190,7.7,345.0,254.45889000000005,0.2898550724637681,Medium,73.7,102.0,Lithium-ion,141,1.383989145183175,100.0,CCS,415.0,1260.0,620.0,4834,1920,1574,SUV,France
BMW,i4 eDrive40,D - Large,RWD,5,190,5.6,430.0,317.15166000000005,0.3046511627906976,Medium,81.3,216.0,Lithium-ion,174,2.656826568265682,131.0,CCS,515.0,1600.0,470.0,4783,1852,1448,Liftback Sedan,Germany
Zeekr,X Core RWD (MY25),JB - Compact,RWD,5,190,5.9,343.0,252.98376600000003,0.2040816326530612,Low,49.0,110.0,Lithium-ion,148,2.2448979591836733,70.0,CCS,265.0,1600.0,362.0,4432,1836,1566,SUV,China
Zeekr,X Privilege AWD (MY25),JB - Compact,AWD,5,190,3.8,543.0,400.496166,0.2099447513812154,Low,65.0,110.0,Lithium-ion,153,1.6923076923076923,114.0,CCS,350.0,1600.0,362.0,4432,1836,1566,SUV,China
Kia,EV9 76.1 kWh RWD,JF - Luxury,RWD,7,190,8.5,350.0,258.1467,0.4571428571428571,Medium,73.0,348.0,Lithium-ion,165,4.767123287671233,160.0,CCS,355.0,900.0,333.0,5010,1980,1755,SUV,Korea
MG,S5  EV 64 kWh,JC - Medium,RWD,5,190,6.3,350.0,258.1467,0.2571428571428571,Medium,62.1,104.0,Lithium-ion,134,1.6747181964573268,90.0,CCS,365.0,750.0,453.0,4476,1849,1621,SUV,UK
DS,N??8 FWD Long Range,JD - Large,FWD,5,190,7.8,345.0,254.45889000000005,0.3768115942028985,Medium,97.2,102.0,Lithium-ion,136,1.0493827160493827,130.0,CCS,545.0,1200.0,620.0,4834,1920,1574,SUV,France
BMW,i5 eDrive40 Touring (MY25),E - Executive,RWD,5,193,6.1,400.0,295.0248,0.34,Medium,81.2,216.0,Lithium-ion,165,2.6600985221674875,136.0,CCS,465.0,1500.0,570.0,5060,1900,1515,Station/Estate,Germany
BMW,i5 eDrive40 Sedan (MY25),E - Executive,RWD,5,193,6.0,400.0,295.0248,0.34,Medium,81.2,216.0,Lithium-ion,159,2.6600985221674875,136.0,CCS,480.0,1500.0,490.0,5060,1900,1515,Sedan,Germany
MG,Cyberster Trophy,G - Sports,RWD,2,195,5.0,475.0,350.34195,0.1789473684210526,Low,74.4,104.0,Lithium-ion,146,1.3978494623655913,85.0,CCS,425.0,500.0,249.0,4535,1913,1329,Cabriolet,UK
MG,Cyberster GT,G - Sports,AWD,2,200,3.2,725.0,534.7324500000001,0.1172413793103448,Low,74.4,104.0,Lithium-ion,168,1.3978494623655913,85.0,CCS,395.0,500.0,249.0,4535,1913,1329,Cabriolet,UK
Zeekr,001 Privilege AWD,E - Executive,AWD,5,200,3.8,686.0,505.96753200000006,0.1967930029154519,Low,94.0,110.0,Lithium-ion,162,1.1702127659574468,135.0,CCS,480.0,2000.0,539.0,4955,1999,1548,Liftback Sedan,China
Polestar,4 Long Range Dual Motor,E - Executive,AWD,5,200,3.8,686.0,505.96753200000006,0.1967930029154519,Low,94.0,110.0,Lithium-ion,165,1.1702127659574468,135.0,CCS,485.0,2000.0,526.0,4839,2008,1544,Liftback Sedan,Sweden/China
BMW,iX xDrive45,JE - Executive,AWD,5,200,5.1,700.0,516.2934,0.1642857142857142,Low,94.8,216.0,Lithium-ion,193,2.278481012658228,115.0,CCS,470.0,2500.0,500.0,4965,1970,1695,SUV,Germany
Zeekr,001 Performance AWD,E - Executive,AWD,5,200,3.8,686.0,505.96753200000006,0.1967930029154519,Low,94.0,110.0,Lithium-ion,159,1.1702127659574468,135.0,CCS,480.0,2000.0,539.0,4955,1999,1560,Liftback Sedan,China
Genesis,GV60 Sport,JC - Medium,AWD,5,200,5.5,605.0,446.22501000000005,0.3305785123966942,Medium,74.0,384.0,Lithium-ion,157,5.1891891891891895,200.0,CCS,375.0,1600.0,432.0,4515,1890,1580,SUV,Korea
Lucid,Air Pure RWD,F - Luxury,RWD,5,200,4.7,498.0127388535032,367.3152716942676,0.3212769222898654,Medium,92.0,5400.0,Lithium-ion,130,58.69565217391305,160.0,CCS,565.0,1500.0,456.0,4975,1939,1410,Sedan,USA
Smart,#5 Summit Edition,JD - Large,AWD,5,200,4.9,643.0,474.25236600000005,0.3576982892690513,Medium,94.0,216.0,Lithium-ion,174,2.297872340425532,230.0,CCS,455.0,1600.0,630.0,4695,1920,1705,SUV,Germany
Smart,#5 Pulse,JD - Large,AWD,5,200,4.9,643.0,474.25236600000005,0.3576982892690513,Medium,94.0,216.0,Lithium-ion,174,2.297872340425532,230.0,CCS,455.0,1600.0,630.0,4695,1920,1705,SUV,Germany
Smart,#5 Pro+,JD - Large,RWD,5,200,6.5,373.0,275.110626,0.6166219839142091,High,94.0,216.0,Lithium-ion,159,2.297872340425532,230.0,CCS,465.0,1600.0,630.0,4695,1920,1705,SUV,Germany
Smart,#5 Pro,JD - Large,RWD,5,200,6.9,373.0,275.110626,0.2949061662198391,Medium,74.4,216.0,Lithium-ion,160,2.9032258064516125,110.0,CCS,370.0,1600.0,630.0,4695,1920,1705,SUV,Germany
Smart,#5 Premium,JD - Large,RWD,5,200,6.5,373.0,275.110626,0.6166219839142091,High,94.0,216.0,Lithium-ion,159,2.297872340425532,230.0,CCS,465.0,1600.0,630.0,4695,1920,1705,SUV,Germany
MG,4 Electric XPOWER,C - Medium,AWD,5,200,3.8,600.0,442.5372,0.1933333333333333,Low,61.7,104.0,Lithium-ion,160,1.6855753646677472,116.0,CCS,320.0,500.0,363.0,4287,1836,1516,Hatchback,UK
Ford,Mustang Mach-E Rally (MY24),JD - Large,AWD,5,200,3.9,950.0,700.6839,0.1210526315789473,Low,91.0,376.0,Lithium-ion,178,4.131868131868132,115.0,CCS,410.0,750.0,519.0,4743,1881,1633,SUV,USA
Ford,Mustang Mach-E Rally (MY25),JD - Large,AWD,5,200,3.9,950.0,700.6839,0.1210526315789473,Low,91.0,376.0,Lithium-ion,178,4.131868131868132,115.0,CCS,415.0,750.0,519.0,4743,1881,1633,SUV,USA
Ford,Mustang Mach-E GT (MY25),JD - Large,AWD,5,200,3.8,950.0,700.6839,0.1210526315789473,Low,91.0,376.0,Lithium-ion,177,4.131868131868132,115.0,CCS,435.0,750.0,519.0,4743,1881,1613,SUV,USA
Ford,Mustang Mach-E GT (MY24),JD - Large,AWD,5,200,3.8,950.0,700.6839,0.1210526315789473,Low,91.0,376.0,Lithium-ion,177,4.131868131868132,115.0,CCS,425.0,750.0,519.0,4743,1881,1613,SUV,USA
CUPRA,Born VZ,C - Medium,RWD,5,200,5.6,545.0,401.97129,0.2477064220183486,Low,79.0,288.0,Lithium-ion,149,3.645569620253165,135.0,CCS,465.0,1000.0,385.0,4322,1809,1538,Hatchback,Spain
BMW,iX xDrive60,JE - Executive,AWD,5,200,4.6,765.0,564.2349300000001,0.196078431372549,Low,109.1,216.0,Lithium-ion,194,1.9798350137488545,150.0,CCS,525.0,2500.0,500.0,4965,1970,1695,SUV,Germany
Alfa,Romeo Junior Elettrica 54 kWh Veloce,JB - Compact,FWD,5,200,6.0,345.0,254.45889000000005,0.2463768115942029,Low,50.8,102.0,Lithium-ion,164,2.0078740157480315,85.0,CCS,310.0,1500.0,400.0,4173,1781,1505,SUV,Italy
Hongqi,E-HS9 120 kWh,JF - Luxury,AWD,5,200,4.9,750.0,553.1715,0.1466666666666666,Low,112.0,216.0,Lithium-ion,217,1.9285714285714288,110.0,CCS,455.0,1500.0,438.0,5209,2010,1731,SUV,China
Hongqi,E-HS9 84 kWh,JF - Luxury,AWD,5,200,6.5,600.0,442.5372,0.1866666666666666,Low,76.5,216.0,Lithium-ion,193,2.823529411764706,112.0,CCS,320.0,1500.0,438.0,5209,2010,1731,SUV,China
Nissan,Ariya e-4ORCE 87kWh - 225 kW,JC - Medium,AWD,5,200,5.7,600.0,442.5372,0.1833333333333333,Low,87.0,216.0,Lithium-ion,190,2.4827586206896552,110.0,CCS,405.0,1500.0,415.0,4595,1850,1660,SUV,Japan
Kia,EV9 99.8 kWh AWD,JF - Luxury,AWD,7,200,6.0,600.0,442.5372,0.3233333333333333,Medium,96.0,456.0,Lithium-ion,188,4.75,194.0,CCS,435.0,2500.0,333.0,5010,1980,1755,SUV,Korea
NIO,ET7 Standard Range,F - Luxury,AWD,5,200,3.8,850.0,626.9277000000001,0.1294117647058823,Low,73.5,118.0,Lithium-ion,191,1.6054421768707483,110.0,CCS,415.0,2000.0,363.0,5101,1987,1509,Sedan,China
NIO,ET7 Long Range,F - Luxury,AWD,5,200,3.8,850.0,626.9277000000001,0.1176470588235294,Low,90.0,96.0,Lithium-ion,178,1.0666666666666669,100.0,CCS,505.0,2000.0,363.0,5101,1987,1509,Sedan,China
NIO,ET5 Touring Standard Range,E - Executive,AWD,5,200,4.0,700.0,516.2934,0.1571428571428571,Low,73.5,118.0,Lithium-ion,169,1.6054421768707483,110.0,CCS,400.0,1400.0,450.0,4790,1960,1499,Station/Estate,China
NIO,ET5 Touring Long Range,E - Executive,AWD,5,200,4.0,700.0,516.2934,0.1928571428571428,Low,90.0,96.0,Lithium-ion,178,1.0666666666666669,135.0,CCS,485.0,1400.0,450.0,4790,1960,1499,Station/Estate,China
NIO,ET5 Standard Range,E - Executive,AWD,5,200,4.0,700.0,516.2934,0.1571428571428571,Low,73.5,118.0,Lithium-ion,175,1.6054421768707483,110.0,CCS,410.0,1400.0,386.0,4790,1960,1499,Sedan,China
NIO,ET5 Long Range,E - Executive,AWD,5,200,4.0,700.0,516.2934,0.1428571428571428,Low,90.0,96.0,Lithium-ion,167,1.0666666666666669,100.0,CCS,500.0,1400.0,386.0,4790,1960,1499,Sedan,China
NIO,EL8 Standard Range,JF - Luxury,AWD,6,200,4.1,850.0,626.9277000000001,0.1294117647058823,Low,73.5,118.0,Lithium-ion,196,1.6054421768707483,110.0,CCS,360.0,2000.0,265.0,5099,1989,1750,SUV,China
NIO,EL8 Long Range,JF - Luxury,AWD,6,200,4.1,850.0,626.9277000000001,0.2235294117647059,Low,90.0,96.0,Lithium-ion,185,1.0666666666666669,190.0,CCS,440.0,2000.0,265.0,5099,1989,1750,SUV,China
NIO,EL7 Standard Range,JF - Luxury,AWD,5,200,3.9,850.0,626.9277000000001,0.1294117647058823,Low,73.5,118.0,Lithium-ion,198,1.6054421768707483,110.0,CCS,355.0,2000.0,570.0,4912,1987,1720,SUV,China
NIO,EL7 Long Range,JF - Luxury,AWD,5,200,3.9,850.0,626.9277000000001,0.1176470588235294,Low,90.0,96.0,Lithium-ion,185,1.0666666666666669,100.0,CCS,430.0,2000.0,570.0,4912,1987,1720,SUV,China
NIO,EL6 Standard Range,JE - Executive,AWD,5,200,4.5,700.0,516.2934,0.1571428571428571,Low,73.5,118.0,Lithium-ion,181,1.6054421768707483,110.0,CCS,365.0,1200.0,579.0,4854,1995,1703,SUV,China
NIO,EL6 Long Range,JE - Executive,AWD,5,200,4.5,700.0,516.2934,0.1928571428571428,Low,90.0,96.0,Lithium-ion,170,1.0666666666666669,135.0,CCS,435.0,1200.0,579.0,4854,1995,1703,SUV,China
XPENG,G9 RWD Long Range,JE - Executive,RWD,5,200,6.4,430.0,317.15166000000005,0.5209302325581395,High,93.1,216.0,Lithium-ion,163,2.320085929108485,224.0,CCS,480.0,1500.0,660.0,4891,1937,1670,SUV,China
Kia,EV9 99.8 kWh AWD GT-Line,JF - Luxury,AWD,7,200,5.3,700.0,516.2934,0.2771428571428571,Medium,96.0,456.0,Lithium-ion,190,4.75,194.0,CCS,425.0,2500.0,333.0,5015,1980,1780,SUV,Korea
Mini,Cooper JCW,B - Compact,FWD,4,200,5.9,350.0,258.1467,0.2142857142857142,Low,49.2,216.0,Lithium-ion,135,4.390243902439024,75.0,CCS,290.0,750.0,200.0,3858,1756,1460,Hatchback,UK
XPENG,G9 AWD Performance,JE - Executive,AWD,5,200,3.9,717.0,528.831954,0.3124128312412831,Medium,93.1,216.0,Lithium-ion,179,2.320085929108485,224.0,CCS,465.0,1500.0,660.0,4891,1937,1670,SUV,China
XPENG,G6 RWD Standard Range,JD - Large,RWD,5,200,6.9,440.0,324.52728,0.3181818181818182,Medium,66.0,216.0,Lithium-ion,152,3.272727272727273,140.0,CCS,370.0,1500.0,571.0,4753,1920,1650,SUV,China
Mini,Aceman JCW,JB - Compact,FWD,5,200,6.4,350.0,258.1467,0.2142857142857142,Low,49.2,216.0,Lithium-ion,143,4.390243902439024,75.0,CCS,280.0,750.0,300.0,4079,1754,1514,SUV,UK
XPENG,G6 RWD Long Range,JD - Large,RWD,5,200,6.7,440.0,324.52728,0.4090909090909091,Medium,87.5,216.0,Lithium-ion,154,2.4685714285714284,180.0,CCS,480.0,1500.0,571.0,4753,1920,1650,SUV,China
